zipcode,lat,lng,state,city,avg2019,avg2020
10025,40.798601,-73.966622,NY,New York,1086892.917,1051246.5
60657,41.940293,-87.646857,IL,Chicago,486745.25,489779
10023,40.775921,-73.982607,NY,New York,1419981.667,1471571
77494,29.740677,-95.829652,TX,Katy,339397.6667,343459.5
60614,41.922714,-87.649577,IL,Chicago,631084.1667,628772.75
77449,29.837572,-95.733754,TX,Katy,187889.0833,197463.0833
10002,40.715775,-73.986212,NY,New York,1007626.833,1021829.167
77084,29.827486,-95.65992,TX,Houston,185806.3333,195207
79936,31.776593,-106.296976,TX,El Paso,133595.75,139638.75
60640,41.972872,-87.662604,IL,Chicago,305530.75,312814.8333
11226,40.646448,-73.956649,NY,New York,824127.0833,792418.0833
10467,40.869953,-73.865746,NY,New York,422745.0833,443244.5833
78660,30.43963,-97.594687,TX,Pflugerville,272197.6667,292015.9167
94109,37.795388,-122.422453,CA,San Francisco,1163874.417,1172208.75
10016,40.745224,-73.978297,NY,New York,1065474.417,1011956.083
37013,36.052231,-86.632515,TN,Nashville,234830.3333,249332.9167
32162,28.914383,-81.98956,FL,The Villages,280930.5,292108.9167
60647,41.921215,-87.701028,IL,Chicago,457308.75,472763
11201,40.693682,-73.989693,NY,New York,1344989.833,1366793
11235,40.583949,-73.949096,NY,New York,612674.5,611137.9167
11375,40.720934,-73.846151,NY,New York,862910.1667,855674.9167
90250,33.914775,-118.348083,CA,Hawthorne,661107.1667,704661
78130,29.693556,-98.07285,TX,New Braunfels,240645.9167,249283.3333
37211,36.067234,-86.723711,TN,Nashville,272424.4167,287637.0833
10029,40.791763,-73.94397,NY,New York,674546.1667,538451.25
10009,40.726399,-73.978631,NY,New York,1077732.917,1043555.25
77573,29.503785,-95.0873,TX,League City,279261.1667,284407.6667
60618,41.946962,-87.702548,IL,Chicago,473510.0833,479869
77584,29.545041,-95.350629,TX,Pearland,275788.75,276759.1667
10011,40.742039,-74.00062,NY,New York,1950306,1764491.25
20002,38.905026,-76.983607,DC,Washington,700001.8333,718190.0833
10128,40.781432,-73.950013,NY,New York,1135661.917,1101728.667
28269,35.337313,-80.803472,NC,Charlotte,224356.5833,241214.75
78613,30.503949,-97.8242,TX,Cedar Park,332310.8333,348064.1667
77433,29.934371,-95.747578,TX,Cypress,286052.8333,295019.6667
78572,26.229223,-98.37545,TX,Mission,120173.75,127986.0833
30349,33.622488,-84.523908,GA,Riverdale,158587.5833,171082.3333
79912,31.848583,-106.534316,TX,El Paso,193292.75,201223.8333
75052,32.664953,-97.024692,TX,Grand Prairie,226935.5,238318.8333
94565,38.014576,-121.906255,CA,Pittsburg,574467,589136.1667
37042,36.568751,-87.416322,TN,Clarksville,157415.25,171719.3333
11206,40.701954,-73.942358,NY,New York,937618.5833,926271.75
73099,35.527369,-97.78251,OK,Yukon,176357.9167,184533.75
90046,34.10781,-118.362247,CA,Los Angeles,1412233.333,1469602.25
20009,38.919144,-77.037381,DC,Washington,633999.9167,642753.5
77429,29.998421,-95.66736,TX,Cypress,261091.9167,268971.5
78245,29.401093,-98.730806,TX,San Antonio,192502.3333,199890.25
77479,29.566996,-95.636016,TX,Sugar Land,379647.4167,382509.5833
10462,40.84328,-73.860389,NY,New York,182651.6667,200797.5
10456,40.829881,-73.90812,NY,New York,385695.4167,414232.5833
60613,41.956949,-87.654272,IL,Chicago,343376.25,345766.5
30044,33.922046,-84.065671,GA,Lawrenceville,215398,230323.5833
10019,40.765823,-73.987169,NY,New York,1334295.333,1269778.167
63376,38.798916,-90.606645,MO,Saint Peters,210968.8333,222159.9167
10003,40.731829,-73.989181,NY,New York,1422822.75,1248821.417
28277,35.052875,-80.817552,NC,Charlotte,356014.6667,375200.25
60625,41.973292,-87.700351,IL,Chicago,380245.75,390479.5833
30043,33.999276,-84.009512,GA,Lawrenceville,252886.4167,266508.25
11230,40.622164,-73.965105,NY,New York,1050826.417,1020055.75
11212,40.662936,-73.913029,NY,New York,475167.25,497809.25
77036,29.701847,-95.534537,TX,Houston,133536.6667,140331.6667
10463,40.880678,-73.90654,NY,New York,420939.8333,452945.5
60629,41.775868,-87.711496,IL,Chicago,204348.6667,212667.3333
11209,40.621982,-74.030324,NY,New York,966694.9167,930978.5833
30096,33.974292,-84.145426,GA,Duluth,248409.9167,262259.4167
11221,40.69134,-73.927879,NY,New York,1104036.167,1113525.167
7030,40.745268,-74.032021,NJ,Hoboken,716956.75,708891.4167
98052,47.68099,-122.120531,WA,Redmond,848432.9167,911661
30024,34.062971,-84.09077,GA,Suwanee,373392.0833,384050.9167
60610,41.906772,-87.632231,IL,Chicago,434546.8333,434492.75
78704,30.243032,-97.765081,TX,Austin,619242.1667,670654.25
77077,29.750233,-95.615383,TX,Houston,311874.1667,310518.5
85032,33.62592,-112.002503,AZ,Phoenix,267518.3333,298032
77379,30.040876,-95.528914,TX,Spring,262088.0833,269630.9167
75287,32.999309,-96.841688,TX,Dallas,333342.5,341537.5833
10024,40.798452,-73.974428,NY,New York,1697530.667,1605688.417
78666,29.880162,-97.966164,TX,San Marcos,231518.6667,244465.6667
21234,39.393417,-76.534228,MD,Parkville,218727.5,221528.0833
33160,25.933997,-80.135801,FL,Sunny Isles Beach,369645.8333,362508.6667
23464,36.797023,-76.18768,VA,Virginia Beach,268055.8333,282685.9167
34787,28.484923,-81.619305,FL,Winter Garden,348264.75,364882.25
78521,25.943923,-97.317944,TX,Brownsville,88231,89943.08333
8701,40.077041,-74.200383,NJ,Lakewood Township,354938.8333,364895.25
75243,32.912633,-96.736637,TX,Dallas,210098,217103
11214,40.599148,-73.99609,NY,New York,671601.6667,665764.6667
28027,35.406991,-80.685957,NC,Concord,250230.5,266471.75
11207,40.670747,-73.894209,NY,New York,462843,493344.75
94501,37.773793,-122.278115,CA,Alameda,1020831.5,1074546.333
2169,42.248386,-71.002279,MA,Quincy,460413.3333,489030.0833
33411,26.720012,-80.193151,FL,Royal Palm Beach,306423.6667,317949.4167
11229,40.601293,-73.944493,NY,New York,720666.6667,726808.25
60619,41.74369,-87.605526,IL,Chicago,162696.4167,159671.1667
78745,30.206851,-97.797384,TX,Austin,339977.3333,373010.75
94110,37.750021,-122.415201,CA,San Francisco,1563180.25,1571734.667
23462,36.837313,-76.150514,VA,Virginia Beach,212764.6667,226271.5833
33025,25.98821,-80.281374,FL,Miramar,257269.5833,269024.6667
10458,40.862543,-73.888143,NY,New York,472742.4167,446646.25
75067,33.013546,-97.00016,TX,Lewisville,259130.25,267644.25
90034,34.030578,-118.399613,CA,Los Angeles,1308178.917,1414165
80134,39.485499,-104.778638,CO,Parker,518042.3333,535430.8333
33139,25.779808,-80.1532,FL,Miami Beach,322506.9167,317322.9167
60611,41.8957,-87.613775,IL,Chicago,478895,476995.0833
95630,38.666597,-121.141635,CA,Folsom,566045,594616.3333
48197,42.194034,-83.639984,MI,Ypsilanti,240779.8333,247710.5833
44107,41.483041,-81.801716,OH,Lakewood,195673.4167,212731.1667
66062,38.835491,-94.778691,KS,Olathe,278592.9167,293186.4167
11211,40.712597,-73.953098,NY,New York,1029781.25,1043122.167
44035,41.363571,-82.13786,OH,Elyria,112578.0833,121130.5833
85281,33.42744,-111.934004,AZ,Tempe,260236.9167,289410.25
11377,40.744819,-73.905156,NY,New York,789097.1667,799750.75
10453,40.852779,-73.912332,NY,New York,535174.75,582375.3333
90805,33.864617,-118.180567,CA,Long Beach,474667.8333,510990.25
7302,40.719389,-74.046469,NJ,Jersey City,790912.8333,776647.25
90650,33.906956,-118.08264,CA,Norwalk,484779.5833,517081.0833
90044,33.952725,-118.291904,CA,Los Angeles,446270.6667,494721.6667
85710,32.214135,-110.823725,AZ,Tucson,182783.8333,201493.25
92683,33.752468,-117.993933,CA,Westminster,697329.1667,737044.4167
85225,33.317448,-111.830487,AZ,Chandler,265978.75,295033.1667
11234,40.60508,-73.911721,NY,New York,638394.8333,644164.5
30281,33.567898,-84.193388,GA,Stockbridge,176094.4167,192686.3333
37075,36.339969,-86.607922,TN,Hendersonville,319446.1667,323749.1667
11355,40.751452,-73.821031,NY,New York,705168.9167,694983.4167
11238,40.679171,-73.963804,NY,New York,1271924.25,1188051.667
78641,30.562168,-97.907817,TX,Leander,309714.8333,314399.3333
10314,40.599263,-74.165748,NY,New York,556350.75,552920.5
19143,39.942579,-75.225905,PA,Philadelphia,124249.9167,147158
79938,31.829712,-105.971362,TX,El Paso,157938.25,163529.75
91709,33.963723,-117.738596,CA,Chino Hills,677314.75,702120.75
11215,40.662688,-73.98674,NY,New York,1417653.667,1327300.167
10452,40.837393,-73.923437,NY,New York,466435.3333,445435.8333
60617,41.718197,-87.552739,IL,Chicago,134348.5833,138893.5833
87114,35.19364,-106.685666,NM,Albuquerque,227306.5833,245322.4167
32210,30.266582,-81.745526,FL,Jacksonville,151971.25,162169.5
43081,40.110443,-82.890646,OH,Westerville,243368.1667,260009.5833
94558,38.442011,-122.23832,CA,Napa,708939.0833,714723.5
90026,34.080017,-118.262643,CA,Los Angeles,922345.5833,979250.6667
76063,32.57074,-97.144837,TX,Mansfield,291665.6667,301661.1667
77459,29.529038,-95.523532,TX,Missouri City,282500.3333,285833.4167
91910,32.637868,-117.058031,CA,Chula Vista,518615,556649.0833
27587,35.986719,-78.554351,NC,Wake Forest,332040.1667,343859.4167
30040,34.210349,-84.187794,GA,Cumming,342216.8333,355934.4167
93722,36.799361,-119.874794,CA,Fresno,260800.5833,275240.6667
97229,45.551031,-122.809275,OR,Portland,579080.1667,597629.0833
6010,41.681578,-72.940749,CT,Bristol,191563.3333,199656.1667
17603,40.030839,-76.330432,PA,Lancaster Township,185115.6667,196745.25
76028,32.532677,-97.306547,TX,Burleson,238944.4167,246471.4167
33908,26.515834,-81.979469,FL,Fort Myers,263831.75,267907.0833
43123,39.866719,-83.11557,OH,Grove City,205244.5833,223167
75056,33.070183,-96.917772,TX,The Colony,321382.1667,331185.4167
89108,36.205256,-115.223639,NV,Las Vegas,235263,243965.75
85308,33.660382,-112.184964,AZ,Glendale,293866.5833,321433.9167
78577,26.15153,-98.189752,TX,Pharr,104362,112279.8333
78240,29.52502,-98.606564,TX,San Antonio,200934.8333,208397.1667
94533,38.280745,-122.00638,CA,Fairfield,404450.5833,418697.0833
87111,35.143913,-106.48746,NM,Albuquerque,274992.25,296756.9167
14850,42.432165,-76.497042,NY,Town Of Ithaca,263781.5833,273335.3333
33024,26.027148,-80.244713,FL,Pembroke Pines,294479.0833,308769.25
98012,47.841376,-122.198939,WA,Bothell,600565.3333,638327.5833
48180,42.225283,-83.267691,MI,Taylor,111099.1667,122548.8333
77845,30.561385,-96.272583,TX,College Station,278067.8333,267984.5833
30318,33.792303,-84.447862,GA,Atlanta,261201.4167,278694.0833
44060,41.67653,-81.328167,OH,Mentor,187605.1667,197315.75
85364,32.70226,-114.658013,AZ,Yuma,150231.9167,163028.5
95608,38.62415,-121.324911,CA,Carmichael,412502.1667,444266.1667
43055,40.119897,-82.377784,OH,Newark,144912.4167,152517
11385,40.700671,-73.889433,NY,New York,697752.9167,700151.5833
33647,28.126958,-82.354093,FL,Tampa,304384.0833,315075
92677,33.528868,-117.701175,CA,Laguna Niguel,871700.8333,898836.3333
44256,41.139872,-81.860559,OH,Medina,244242.6667,258475.9167
2148,42.42938,-71.058706,MA,Malden,487239.0833,510811.0833
15601,40.314981,-79.534803,PA,Greensburg,195725.3333,205981.8333
80013,39.661404,-104.765658,CO,Aurora,363958,382504.75
90066,34.002028,-118.430656,CA,Los Angeles,1486395.417,1580283.25
20906,39.087321,-77.057159,MD,Silver Spring,355533.4167,367781.3333
47906,40.479649,-86.989218,IN,West Lafayette,233275.1667,249365.4167
65807,37.167533,-93.324773,MO,Springfield,139552.4167,150950.0833
6902,41.059347,-73.544384,CT,Stamford,408274.0833,414186.9167
45011,39.426562,-84.497608,OH,Hamilton,222450.1667,234328.5
30188,34.123528,-84.457649,GA,Woodstock,279507.5833,293816.1667
92336,34.147718,-117.464506,CA,Fontana,466382.75,490884.1667
99301,46.379233,-118.953781,WA,Pasco,267174.9167,291269.9167
10468,40.868093,-73.89973,NY,New York,311649.0833,322945.4167
11373,40.738837,-73.878535,NY,New York,582507.5,571077.1667
65203,38.884324,-92.398565,MO,Columbia,238103.75,250807.8333
28078,35.405286,-80.86402,NC,Huntersville,322241,337222.25
60620,41.740497,-87.652558,IL,Chicago,156880.0833,160533.5
46307,41.403937,-87.326039,IN,Crown Point,242632.3333,254606.6667
95823,38.474099,-121.443454,CA,Sacramento,294518.9167,318421.8333
92345,34.376159,-117.294397,CA,Hesperia,269710.1667,286980.25
27610,35.7444,-78.546278,NC,Raleigh,199043.0833,212439.3333
34135,26.355541,-81.75432,FL,Bonita Springs,299882.4167,305183.1667
87120,35.140539,-106.760969,NM,Albuquerque,211487.5833,229596.5833
27410,36.117523,-79.894239,NC,Greensboro,233162.5833,248894.0833
75035,33.16313,-96.790193,TX,Frisco,406229.1667,412714.6667
98103,47.678255,-122.338152,WA,Seattle,786182.8333,827351.0833
77450,29.745247,-95.741783,TX,Cinco Ranch,264411,270771.6667
95747,38.78207,-121.373155,CA,Roseville,503889.5,527213.3333
89121,36.121526,-115.091277,NV,Las Vegas,236792.4167,245523.1667
27406,36.000542,-79.764677,NC,Greensboro,131309.5,144679.8333
92804,33.818246,-117.974985,CA,Anaheim,602547.0833,639164.8333
8753,39.979031,-74.160429,NJ,Toms River,276683.5,287181.1667
75228,32.824924,-96.679438,TX,Dallas,209469.9167,217006.5833
92126,32.908449,-117.14138,CA,San Diego,611606.4167,655945.8333
10028,40.776441,-73.953509,NY,New York,1589045.833,1492810.583
60634,41.946189,-87.806117,IL,Chicago,307844.0833,309185.5
20011,38.952514,-77.022991,DC,Washington,679370.9167,706750.25
43130,39.696463,-82.614717,OH,Lancaster,159468.8333,170121.6667
76244,32.928037,-97.283914,TX,Fort Worth,271832.5,280420.6667
92503,33.882579,-117.442303,CA,Riverside,411877.5833,432253.0833
91911,32.608185,-117.054512,CA,Chula Vista,482288.3333,523145.6667
29732,34.971166,-81.081284,SC,Rock Hill,184206.9167,216283.4167
32218,30.487775,-81.667141,FL,Jacksonville,198259.1667,210115.4167
22191,38.622914,-77.262938,VA,Woodbridge,330031.25,348077.0833
28314,35.052985,-79.029453,NC,Fayetteville,122213.75,130117.5
32256,30.175204,-81.472784,FL,Jacksonville,222630.5833,232371.1667
11233,40.678308,-73.919936,NY,New York,806831.5,819653.75
23320,36.751734,-76.217637,VA,Chesapeake,257749.1667,266929.5833
40475,37.7616,-84.312523,KY,Richmond,185956.9167,196985.75
21740,39.631901,-77.743885,MD,Hagerstown,177897.25,187323.25
92101,32.724103,-117.170912,CA,San Diego,615315.5833,624500.75
90019,34.049841,-118.33846,CA,Los Angeles,1118506.083,1179797.833
34711,28.530496,-81.753341,FL,Clermont,276340.8333,290876
30052,33.815151,-83.893561,GA,Loganville,234808.0833,248556.3333
38401,35.629164,-87.021526,TN,Columbia,211685.25,230815.5
77095,29.909513,-95.651476,TX,Houston,229175.8333,239336.5
7002,40.662338,-74.110275,NJ,Bayonne,393060.1667,406985.75
30041,34.204626,-84.100357,GA,Cumming,380628.6667,393160.75
60016,42.049573,-87.895003,IL,Des Plaines,268982.9167,271558.9167
33009,25.985129,-80.147261,FL,Hallandale,215398.0833,218098.6667
94536,37.570508,-121.98125,CA,Fremont,1063568.667,1064976.667
89052,35.955108,-115.056693,NV,Henderson,426910.25,439768.25
74012,36.051414,-95.805721,OK,Broken Arrow,167957,176461.75
10457,40.84715,-73.89868,NY,New York,453530.3333,491749
80634,40.403315,-104.792917,CO,Greeley,349989.1667,361712
43026,40.02085,-83.194413,OH,Hilliard,246325.3333,262653.75
92592,33.511228,-117.042396,CA,Temecula,496546.6667,518627.8333
43230,40.035763,-82.870875,OH,Gahanna,227917.5833,242585.75
89117,36.140961,-115.281091,NV,Las Vegas,336839.5833,346056.3333
30080,33.86994,-84.498081,GA,Smyrna,311589.1667,323447.4167
20001,38.910353,-77.017739,DC,Washington,722623.0833,733258.4167
27834,35.657296,-77.379187,NC,Greenville,113196.8333,121526.5833
90280,33.944159,-118.192761,CA,South Gate,453968.6667,488779.5
29072,34.001778,-81.27241,SC,Lexington,233921.9167,242291.5833
46227,39.674763,-86.132676,IN,Indianapolis,157440.3333,170001.5
32244,30.217669,-81.752545,FL,Jacksonville,172822.25,183997.75
21117,39.427563,-76.777976,MD,Owings Mills,277434.5,284285.75
10027,40.811407,-73.95306,NY,New York,926901.0833,819290.75
19111,40.060612,-75.080176,PA,Philadelphia,202610.9167,216339.25
90201,33.970343,-118.171368,CA,Bell,448509.6667,483498.75
91730,34.10097,-117.57882,CA,Rancho Cucamonga,452398.3333,474823.8333
48103,42.26135,-83.846458,MI,Ann Arbor,397954.8333,401049.6667
11236,40.639413,-73.900664,NY,New York,534220.3333,557423.6667
75206,32.831279,-96.771191,TX,Dallas,433347.5,437763.8333
90004,34.076198,-118.310722,CA,Los Angeles,1311057.083,1364246.417
37128,35.784183,-86.489369,TN,Murfreesboro,275653.1667,289271.75
92109,32.786772,-117.234207,CA,San Diego,968843.5833,1022055.417
30062,34.005578,-84.468945,GA,Marietta,354817.8333,368268.25
60628,41.690875,-87.615773,IL,Chicago,122518.8333,126442.5833
7093,40.788079,-74.011357,NJ,West New York,343023.4167,357741
32822,28.489898,-81.290154,FL,Orlando,191569.0833,205464.3333
30331,33.707455,-84.544149,GA,Atlanta,181360,196891.0833
75217,32.710306,-96.678549,TX,Dallas,140054.6667,151094.6667
2360,41.882056,-70.63129,MA,Plymouth,392840.6667,416374.75
34953,27.243974,-80.38232,FL,Port Saint Lucie,240740.75,251603.6667
37130,35.881943,-86.318932,TN,Murfreesboro,229140.4167,245456.0833
33186,25.654426,-80.412156,FL,The Crossings,328186.0833,338771.4167
2155,42.42384,-71.107673,MA,Medford,621997.25,645457.9167
10701,40.94542,-73.880471,NY,Yonkers,490734,511200.5833
33012,25.866106,-80.301115,FL,Hialeah,257307.9167,268861.6667
91342,34.326584,-118.382261,CA,Los Angeles,532155.1667,576884.6667
90706,33.887821,-118.12725,CA,Bellflower,518628.6667,552811.9167
92335,34.085972,-117.464597,CA,Fontana,361958.25,384784.9167
95123,37.244238,-121.831604,CA,San Jose,962770.75,995625
92021,32.838798,-116.869956,CA,El Cajon,492953.25,528760.6667
32174,29.284784,-81.161348,FL,Ormond Beach,258252.25,269747.4167
22304,38.813169,-77.112139,VA,Alexandria,363371.75,389011.8333
87121,35.08917,-106.871772,NM,Albuquerque,157560.1667,171991.9167
11372,40.75169,-73.883638,NY,New York,494476.0833,483451.25
22193,38.644195,-77.352,VA,Woodbridge,339572.75,358503.8333
93065,34.258405,-118.775026,CA,Simi Valley,599803.9167,625915.8333
27858,35.53175,-77.283888,NC,Greenville,162910.4167,172503.8333
45840,41.025371,-83.651983,OH,Findlay,152927.5833,165991.5
60649,41.76342,-87.565879,IL,Chicago,145314.75,145770
33063,26.251909,-80.208929,FL,Margate,198276.5,208702.5833
27703,35.959253,-78.806827,NC,Durham,242230.5,254214.9167
23454,36.818062,-76.030835,VA,Virginia Beach,302101.5,317411.0833
60626,42.010019,-87.667095,IL,Chicago,222305.5,227337.1667
33064,26.278502,-80.1153,FL,Pompano Beach,227567.6667,240217.3333
48185,42.333901,-83.384209,MI,Westland,155253.4167,165056.5
92627,33.647763,-117.919761,CA,Costa Mesa,873190,907213.3333
33027,25.988101,-80.340444,FL,Miramar,311115,322729.9167
85705,32.271329,-110.993712,AZ,Tucson,151072.75,168669.9167
33311,26.144208,-80.172785,FL,Fort Lauderdale,215385.5,230545
8831,40.319474,-74.428801,NJ,Monroe Township,381335.5833,389387
20147,39.041947,-77.47813,VA,Ashburn,531247.25,557315
44130,41.376642,-81.787317,OH,Parma Heights,146375.5833,157070.9167
90025,34.045421,-118.445873,CA,Los Angeles,1012839.667,1061520.75
20878,39.112821,-77.250504,MD,Gaithersburg,554099.5833,564559.3333
43228,39.966129,-83.125346,OH,Columbus,141584.1667,155098.5
30022,34.029865,-84.239745,GA,Johns Creek,432990.6667,443402.5833
30004,34.145614,-84.291894,GA,Milton,457553,473564.8333
23666,37.058141,-76.406646,VA,Hampton,191154.6667,201327.0833
85142,33.19999,-111.636294,AZ,Queen Creek,330747.9167,364616.4167
98682,45.673209,-122.481745,WA,Vancouver,341641.5833,367552.25
95035,37.444349,-121.868859,CA,Milpitas,1061496.833,1096420.083
91710,34.004468,-117.684697,CA,Chino,506682.5833,531636.0833
90011,34.00709,-118.258681,CA,Los Angeles,426555.3333,472751.5
23223,37.557767,-77.378886,VA,Richmond,179632.75,191252.5833
11218,40.643468,-73.976046,NY,New York,996482.9167,968619.6667
27713,35.89504,-78.923747,NC,Durham,275490.0833,287458.5
77082,29.72449,-95.640002,TX,Houston,190397.9167,195447.0833
44077,41.697563,-81.20974,OH,Painesville,163077.9167,170858.1667
94544,37.63382,-122.0572,CA,Hayward,662649.5833,687332.25
43701,39.96922,-81.991033,OH,Zanesville,116150.9167,123904.8333
29730,34.889889,-81.017848,SC,Rock Hill,140865.5,168242.6667
11223,40.597139,-73.973428,NY,New York,922648.5833,927428
60622,41.902172,-87.683337,IL,Chicago,513244.9167,527100.75
29464,32.816699,-79.858222,SC,Mount Pleasant,497738.5,509596.9167
60616,41.844883,-87.624032,IL,Chicago,357256.6667,361446.0833
27284,36.116121,-80.081865,NC,Kernersville,192286.1667,206275.5
35242,33.425247,-86.672084,AL,Hoover,366445.1667,385059.8333
58103,46.85614,-96.822073,ND,Fargo,197049.5,199971.9167
80015,39.62732,-104.779035,CO,Aurora,417781.5833,435285.0833
20019,38.891412,-76.943575,DC,Washington,379309.4167,397607.8333
55901,44.069818,-92.506581,MN,Rochester,232372.0833,245395.0833
10021,40.769258,-73.958751,NY,New York,1369231.583,1385389.25
80525,40.529861,-105.036641,CO,Fort Collins,425561.9167,440730.6667
30127,33.874556,-84.694713,GA,Powder Springs,225369.4167,239171
97402,44.047736,-123.230905,OR,Eugene,272169.75,296733.3333
33313,26.151527,-80.227316,FL,Lauderhill,102889.5,109992.5
71913,34.449239,-93.094266,AR,Hot Springs,164751.4167,176838
90027,34.127194,-118.295647,CA,Los Angeles,1439686,1537423.333
37064,35.884862,-86.954138,TN,Franklin,479423.1667,501295.0833
37066,36.398757,-86.45554,TN,Gallatin,286971.8333,291720.8333
98115,47.685746,-122.281589,WA,Seattle,821324.75,861950.6667
42101,37.058097,-86.463061,KY,Bowling Green,151273.4167,151848.9167
93727,36.751519,-119.680602,CA,Fresno,275736.8333,290259.5
94568,37.715245,-121.9147,CA,Dublin,957697.3333,975076.6667
19124,40.017119,-75.092814,PA,Philadelphia,114937.0833,128604.1667
95051,37.34864,-121.984373,CA,Santa Clara,1402783.083,1436308.667
91335,34.200175,-118.540958,CA,Los Angeles,556547.75,599541.75
95687,38.333133,-121.920151,CA,Vacaville,444820.5833,459271.5
32828,28.529031,-81.166578,FL,Orlando,307170.6667,320186.75
32225,30.357756,-81.505829,FL,Jacksonville,250317.4167,262393.3333
76116,32.720723,-97.447033,TX,Fort Worth,209669,218774.75
90731,33.731442,-118.278869,CA,Los Angeles,598102.1667,639856.75
77840,30.609093,-96.325984,TX,College Station,194114,201365.1667
77007,29.771545,-95.411083,TX,Houston,432045.3333,432627.5
85251,33.493513,-111.919239,AZ,Scottsdale,346555.5,382223.5
23452,36.845756,-76.092807,VA,Virginia Beach,248365.75,264648.3333
75150,32.817399,-96.630416,TX,Mesquite,188182.5833,195495.4167
30253,33.448926,-84.18357,GA,McDonough,194579.6667,211533.8333
37122,36.180589,-86.481794,TN,Mount Juliet,353953.6667,362444.0833
30135,33.67052,-84.73428,GA,Douglasville,196848.5,210827.5
73160,35.332438,-97.475217,OK,Moore,148540.75,157949.6667
89031,36.258912,-115.171788,NV,North Las Vegas,273868.3333,284203.0833
93550,34.408548,-118.123592,CA,Palmdale,289232.5,310954.4167
43068,39.956185,-82.784665,OH,Reynoldsburg,186537.3333,201017.9167
93536,34.74739,-118.369249,CA,Lancaster,365873.1667,391281.3333
29681,34.767679,-82.225003,SC,Simpsonville,259765.75,269854.25
60615,41.801647,-87.596288,IL,Chicago,256663,263019.0833
7087,40.767383,-74.032328,NJ,Union City,396026.8333,415580.25
40601,38.234919,-84.868786,KY,Frankfort,151342.8333,155999.0833
33319,26.181382,-80.225802,FL,Lauderhill,133972.6667,141944
78501,26.215816,-98.239592,TX,McAllen,124335.3333,133144.75
98122,47.611046,-122.293207,WA,Seattle,772953.5833,812389.75
21215,39.345241,-76.683566,MD,Baltimore,144365.5833,148352.9167
63123,38.547432,-90.328109,MO,Affton,167961.0833,175523.9167
14580,43.217283,-77.444534,NY,Town of Webster,220926,232053.0833
92630,33.645736,-117.685503,CA,Lake Forest,732159.1667,760554.8333
66061,38.893764,-94.879975,KS,Olathe,273078.8333,285822.75
14221,42.984481,-78.722761,NY,Town Of Amherst,258266.5833,270036.5833
23451,36.865027,-76.006188,VA,Virginia Beach,426517.8333,446567.1667
94509,37.996501,-121.812301,CA,Antioch,438794.4167,452058.8333
11225,40.663046,-73.954219,NY,New York,1334936.75,1317506.583
11208,40.669769,-73.871372,NY,New York,542403.5833,576780.5
95758,38.427813,-121.444696,CA,Elk Grove,409534.5833,437173.5833
93306,35.468183,-118.779649,CA,Bakersfield,213570.0833,226799
60641,41.946606,-87.746787,IL,Chicago,338456.0833,340630.0833
45601,39.31206,-82.957071,OH,Chillicothe,126664.75,130335.6667
78249,29.565311,-98.612104,TX,San Antonio,225060.5833,233205.0833
89123,36.035206,-115.148789,NV,Las Vegas,310178.3333,322108.9167
21122,39.120838,-76.494821,MD,Pasadena,332178.0833,343731.5
89148,36.08017,-115.297071,NV,Las Vegas,333501.6667,342809.5833
93307,35.24512,-118.9411,CA,Bakersfield,184550.5,197971.5833
77057,29.744081,-95.487974,TX,Houston,249733.0833,242980.5833
19446,40.232327,-75.303915,PA,Lansdale,331477.8333,345834.3333
93535,34.713656,-117.86466,CA,Lancaster,270159.4167,290666.25
78254,29.539126,-98.725885,TX,San Antonio,232155,240652.6667
94122,37.758797,-122.485128,CA,San Francisco,1485036,1492942.083
33467,26.596362,-80.175602,FL,Greenacres,322851.5833,334389.75
11101,40.747155,-73.93975,NY,New York,836068.5833,829631.5833
77521,29.802461,-94.970322,TX,Baytown,186687.8333,194606.0833
93274,36.178091,-119.370752,CA,Tulare,216420.25,232523.9167
27707,35.954525,-78.953317,NC,Durham,266454.6667,283863.5
46143,39.59586,-86.116319,IN,Greenwood,211283.0833,226129.1667
34293,27.025247,-82.346959,FL,Venice,254398.8333,266717.3333
29445,32.997548,-79.966641,SC,Goose Creek,199851.6667,209227.4167
98133,47.740485,-122.342826,WA,Shoreline,582522.75,620548.3333
33321,26.213579,-80.270272,FL,Tamarac,205230.6667,214961.0833
75070,33.171916,-96.696296,TX,McKinney,336008.5,342299.4167
60660,41.99111,-87.663076,IL,Chicago,265135.9167,269656.5
28205,35.218791,-80.789601,NC,Charlotte,292578.5,318639.8333
75002,33.089854,-96.6086,TX,Allen,310703.3333,317079.75
60453,41.713436,-87.75256,IL,Oak Lawn,221119,224994.9167
2301,42.078371,-71.042304,MA,Brockton,324993.5,349863.3333
75043,32.857447,-96.575798,TX,Garland,208427.9167,217121.4167
93257,35.988087,-118.860221,CA,Porterville,203997.1667,218100.5
19020,40.100591,-74.938934,PA,Bensalem Township,278955.0833,293894
37167,35.959541,-86.53159,TN,Smyrna,251789.25,266636.0833
28601,35.772393,-81.326659,NC,Hickory,178902.9167,189541
99208,47.788172,-117.480897,WA,Spokane,297558.75,330577.1667
31088,32.579353,-83.650325,GA,Warner Robins,140248.6667,147421.1667
11204,40.618779,-73.984826,NY,New York,925930.5,909883.9167
